gender_labels,sexuality_labels,dk_column,dk_entry
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK01x03_Allgemein: Nennung 3,Queere Menschen sind pädophil
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK01x03_Allgemein: Nennung 3,Überemotional
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK01x03_Allgemein: Nennung 3,Du bist eher so der männliche Teil in der lesbischen Beziehung
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK01x03_Allgemein: Nennung 3,Transpersonen wurden verächtlich gemacht und misgendert
"['05_Gender: Nicht Binär', '12_Gender: Gender queer']","['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK01x03_Allgemein: Nennung 3,"""Du hast psychische Probleme und bist deshalb queer"""
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK01x03_Allgemein: Nennung 3,"""Es ist doch heutzutage alles gut für queere Menschen"""
['04_Gender: Trans Mann'],['03_Sexualität: Bisexuell'],DK01x03_Allgemein: Nennung 3,Wie könnte ich das meinen Großeltern/meinem jüngeren Geschwistern antun. Die verstehen das doch gar nicht.
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK01x03_Allgemein: Nennung 3,trans Männer wollen nur Frauendiskriminierung entgehen
['04_Gender: Trans Mann'],['10_Sexualität: Keine Angabe'],DK01x03_Allgemein: Nennung 3,Nicht queer genug sein da das auftreten zu stereotypisch männlich ist
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '05_Sexualität: Asexuell']",DK01x03_Allgemein: Nennung 3,LGBT-Menschen zwingen ihre Lebensweise anderen auf
['05_Gender: Nicht Binär'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK01x03_Allgemein: Nennung 3,"Queere Menschen tun nur so, als ob sie zu Identitäten gehören"
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK01x03_Allgemein: Nennung 3,Bisexuelle sind nicht treu in Beziehungen
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK01x03_Allgemein: Nennung 3,Lesbische Frauen haben kurze Haare
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK01x03_Allgemein: Nennung 3,Polyam relationships are not real relationships (especially if it's between two female persons)
['05_Gender: Nicht Binär'],"['06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK01x03_Allgemein: Nennung 3,Wie Queeren drücken das auch immer allen auf.
['02_Gender: Cis Mann'],['09_Sexualität: Heterosexuell'],DK01x03_Allgemein: Nennung 3,"Im Sprachgebrauch finden sich jedoch manchmal Ausdrücke (""schwul""), was einem mal über die Lippen kommen kann, ohne dann man damit eine queere Person angreifen möchte. Dieser Sprachgebrauch ist meiner Meinung nach aber normal und sollte die Diskussion nicht ad hominem führen. "
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '07_Sexualität: Queer']",DK01x04_Allgemein: Nennung 4,als lesbisches paar seien familie und kinder ja von vorne herein ausgeschlossen
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK01x04_Allgemein: Nennung 4,"brauche ja nur mal einen ""richtigen Mann"""
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK01x04_Allgemein: Nennung 4,"Menschen die bi- oder pansexuell sind, seien notorische Fremdgeher:innen"
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK01x04_Allgemein: Nennung 4,Du kannst nicht Asexuell sein - was sagt denn dein Freund dazu?
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell']",DK01x04_Allgemein: Nennung 4,"""Lesben sind widerlich"""
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK01x04_Allgemein: Nennung 4,wie soll famlilie haben ohne mann?!
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK01x04_Allgemein: Nennung 4,"Transfrauen sind gar nicht trans und nutzen es nur aus, um Cis-Frauen näher zu kommen"
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK01x04_Allgemein: Nennung 4,"Queerness sei eine Masche, um Aufmerksamkeit zu bekommen "
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK01x04_Allgemein: Nennung 4,Pädophil
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK01x04_Allgemein: Nennung 4,"Verschiedene Arten von ""nur ne Phase"""
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK01x04_Allgemein: Nennung 4,Bi und Pan ist doch alles das gleiche
"['05_Gender: Nicht Binär', '12_Gender: Gender queer']","['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK01x04_Allgemein: Nennung 4,"""Ihr wollt doch nur Aufmerksamkeit, dabei habt ihr schon alles"""
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK01x04_Allgemein: Nennung 4,nichtbinär = cringe social justice warrior (insbesondere in Youtube Videos)
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK01x04_Allgemein: Nennung 4,trans Menschen wollen sich nur mit LGB-Feindlichkeit nicht auseinandersetzen müssen
['05_Gender: Nicht Binär'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK01x04_Allgemein: Nennung 4,Queere Menschen drängen sich zu sehr in die Öffentlichkeit
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK01x04_Allgemein: Nennung 4,Als Teil der LGBTQ+ Community bist du nicht Teil der Gesellschaft
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK01x04_Allgemein: Nennung 4,Schwule Personen sind Divas 
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '07_Sexualität: Queer']",DK01x05_Allgemein: Nennung 5,"als feminin auftretende/presenting Person hätte man gar nicht gedacht, dass ich queer sei"
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK01x05_Allgemein: Nennung 5,ist nur eine Phase 
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK01x05_Allgemein: Nennung 5,Pansexuelle Menschen würden auch Tiere und Kinder sexualisieren
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK01x05_Allgemein: Nennung 5,Das kann ich ganz schnell ändern!
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell']",DK01x05_Allgemein: Nennung 5,"""Dich müsste nur mal jemand durchnehmen dann vergisst du den Bullshit"""
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK01x05_Allgemein: Nennung 5,"Das Vorurteil, dass mich niemand lieben würde (niemand mit mir zusammen sein wollen würde). "
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK01x05_Allgemein: Nennung 5,Lesbische Frauen sind extrem gewaltvoll
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK01x05_Allgemein: Nennung 5,Pervers
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK01x05_Allgemein: Nennung 5,"Wenn du vorher mit ner weiblich gelesenen Person zusammen warst, verwirrte Nachfragen, was denn jetzt die männlich gelesene Person soll"
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK01x05_Allgemein: Nennung 5,Du bist auch nur auf diesen woken Zug aufgesprungen/ das machst du nur für Aufmerksamkeit.
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK01x05_Allgemein: Nennung 5,"Wenn ich schwul als Schimpfwort nutze, meine ich das aber nicht gegen Schwule"
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK01x05_Allgemein: Nennung 5,trans Menschen wollen sich nur wichtig machen und andere bekehren
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK01x05_Allgemein: Nennung 5,Transpersonen sind psychisch krank 
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '07_Sexualität: Queer']",DK01x06_Allgemein: Nennung 6,"queere unsichtbarkeit: wenn ich von meiner beziehung erzähle, wird erstmal angenommen, sie sei mit einem mann"
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK01x06_Allgemein: Nennung 6,Aber hast du es denn überhaupt schon probiert?
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell']",DK01x06_Allgemein: Nennung 6,"""Du bist nur lesbisch weil du hässlich bist:"
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK01x06_Allgemein: Nennung 6,Trans-Menschen versuchen Kinder zu missbrauchen oder zu indoktrinieren
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK01x06_Allgemein: Nennung 6,Männerhass
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK01x06_Allgemein: Nennung 6,"""Witze"" mit der ""Pointe"", dass es nur zwei Geschlechter gibt"
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK01x06_Allgemein: Nennung 6,Vorurteile gegenüber Frauen werden eins zu eins auf Schwule projiziert
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK01x06_Allgemein: Nennung 6,"Es gibt keine ""echten"" Transpersonen, die tun alle nur so"
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '07_Sexualität: Queer']",DK01x07_Allgemein: Nennung 7,"der regenbogen habe nichts ""mit schwul"" zu tun sondern sei etwas göttliches?? :D"
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK01x07_Allgemein: Nennung 7,Also... du meinst du bist wie ein Kind? So total unschuldig?
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK01x07_Allgemein: Nennung 7,Nehmen Drogen
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK01x07_Allgemein: Nennung 7,"queere sind alle so sensibel, die sollen sich mal nicht so haben (zu Diskruminierungs-Erfahrungen)"
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK01x07_Allgemein: Nennung 7,"""Das ist eine Sünde/ das ist ekelhaft"""
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK01x07_Allgemein: Nennung 7,Bisexuelle sind nymphoman
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK01x07_Allgemein: Nennung 7,"Lesbische Personen müssen nur ""den richtigen"" finden"
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK01x08_Allgemein: Nennung 8,Lesben wollen nur Männer auf sich aufmerksam machen
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK01x08_Allgemein: Nennung 8,Psychisch krank
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK01x08_Allgemein: Nennung 8,"Annahme, dass man von Geschlecht, Aussehen, Anrede, Pronomen, physischen Eigenschaften, ... auf die Anderen schließen kann"
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK01x08_Allgemein: Nennung 8,Queere Menschen wollen keine monogamen Beziehungen führen
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK01x09_Allgemein: Nennung 9,Agender-Personen? Als nächstes identifizieren wir uns alle als Tiere!
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK01x09_Allgemein: Nennung 9,"Frauen sind so, Männer so"
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK01x09_Allgemein: Nennung 9,Queere Menschen sind exhibitionistisch veranlagt
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK01x10_Allgemein: Nennung 10,Queere Eltern sind grundsätzlich als Kindeswohlgefährdung zu betrachten
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK01x10_Allgemein: Nennung 10,"Annahme, dass queere Identitäten statisch sind und queere Leute (ein) feste(s) Label haben"
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK02_Gender: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '07_Sexualität: Queer']",DK02_Gender: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK02_Gender: Anzahl der Nennungen,7.0
['05_Gender: Nicht Binär'],['02_Sexualität: Lesbisch'],DK02_Gender: Anzahl der Nennungen,1.0
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK02_Gender: Anzahl der Nennungen,1.0
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK02_Gender: Anzahl der Nennungen,3.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '07_Sexualität: Queer']",DK02_Gender: Anzahl der Nennungen,1.0
['02_Gender: Cis Mann'],"['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK02_Gender: Anzahl der Nennungen,1.0
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']","['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK02_Gender: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK02_Gender: Anzahl der Nennungen,3.0
['11_Gender: Gender fluid'],"['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell']",DK02_Gender: Anzahl der Nennungen,3.0
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell']",DK02_Gender: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK02_Gender: Anzahl der Nennungen,0.0
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK02_Gender: Anzahl der Nennungen,8.0
['05_Gender: Nicht Binär'],['03_Sexualität: Bisexuell'],DK02_Gender: Anzahl der Nennungen,0.0
['02_Gender: Cis Mann'],['01_Sexualität: Schwul'],DK02_Gender: Anzahl der Nennungen,1.0
['14_Gender: Keine Angabe'],['03_Sexualität: Bisexuell'],DK02_Gender: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK02_Gender: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK02_Gender: Anzahl der Nennungen,0.0
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK02_Gender: Anzahl der Nennungen,4.0
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK02_Gender: Anzahl der Nennungen,1.0
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK02_Gender: Anzahl der Nennungen,4.0
"['01_Gender: Cis Frau', '02_Gender: Cis Mann', '05_Gender: Nicht Binär', '06_Gender: Inter']","['01_Sexualität: Schwul', '02_Sexualität: Lesbisch', '03_Sexualität: Bisexuell', '05_Sexualität: Asexuell']",DK02_Gender: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell']",DK02_Gender: Anzahl der Nennungen,0.0
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK02_Gender: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK02_Gender: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK02_Gender: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK02_Gender: Anzahl der Nennungen,0.0
['02_Gender: Cis Mann'],['01_Sexualität: Schwul'],DK02_Gender: Anzahl der Nennungen,1.0
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK02_Gender: Anzahl der Nennungen,1.0
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK02_Gender: Anzahl der Nennungen,3.0
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']","['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell', '06_Sexualität: Demisexuell']",DK02_Gender: Anzahl der Nennungen,1.0
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK02_Gender: Anzahl der Nennungen,5.0
['03_Gender: Trans Frau'],['02_Sexualität: Lesbisch'],DK02_Gender: Anzahl der Nennungen,1.0
"['03_Gender: Trans Frau', '10_Gender: Andere']","['02_Sexualität: Lesbisch', '07_Sexualität: Queer']",DK02_Gender: Anzahl der Nennungen,0.0
"['05_Gender: Nicht Binär', '12_Gender: Gender queer']","['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK02_Gender: Anzahl der Nennungen,3.0
['03_Gender: Trans Frau'],"['02_Sexualität: Lesbisch', '03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK02_Gender: Anzahl der Nennungen,0.0
['05_Gender: Nicht Binär'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell']",DK02_Gender: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK02_Gender: Anzahl der Nennungen,3.0
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK02_Gender: Anzahl der Nennungen,4.0
['05_Gender: Nicht Binär'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell']",DK02_Gender: Anzahl der Nennungen,0.0
['07_Gender: Agender'],['04_Sexualität: Pansexuell'],DK02_Gender: Anzahl der Nennungen,0.0
['04_Gender: Trans Mann'],['03_Sexualität: Bisexuell'],DK02_Gender: Anzahl der Nennungen,5.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK02_Gender: Anzahl der Nennungen,0.0
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK02_Gender: Anzahl der Nennungen,5.0
['04_Gender: Trans Mann'],['10_Sexualität: Keine Angabe'],DK02_Gender: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '05_Sexualität: Asexuell']",DK02_Gender: Anzahl der Nennungen,0.0
['10_Gender: Andere'],['01_Sexualität: Schwul'],DK02_Gender: Anzahl der Nennungen,2.0
['05_Gender: Nicht Binär'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK02_Gender: Anzahl der Nennungen,4.0
['02_Gender: Cis Mann'],['01_Sexualität: Schwul'],DK02_Gender: Anzahl der Nennungen,1.0
"['02_Gender: Cis Mann', '07_Gender: Agender', '11_Gender: Gender fluid']",['05_Sexualität: Asexuell'],DK02_Gender: Anzahl der Nennungen,0.0
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK02_Gender: Anzahl der Nennungen,1.0
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK02_Gender: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],['08_Sexualität: Andere'],DK02_Gender: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK02_Gender: Anzahl der Nennungen,0.0
['02_Gender: Cis Mann'],['04_Sexualität: Pansexuell'],DK02_Gender: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK02_Gender: Anzahl der Nennungen,0.0
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']","['02_Sexualität: Lesbisch', '03_Sexualität: Bisexuell']",DK02_Gender: Anzahl der Nennungen,0.0
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK02_Gender: Anzahl der Nennungen,4.0
"['05_Gender: Nicht Binär', '07_Gender: Agender', '11_Gender: Gender fluid']",['04_Sexualität: Pansexuell'],DK02_Gender: Anzahl der Nennungen,4.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK02_Gender: Anzahl der Nennungen,3.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK02_Gender: Anzahl der Nennungen,2.0
['05_Gender: Nicht Binär'],"['06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK02_Gender: Anzahl der Nennungen,2.0
['02_Gender: Cis Mann'],['09_Sexualität: Heterosexuell'],DK02_Gender: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell']",DK02_Gender: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK02x01_Gender: Nennung 1,"Ich sei nicht weiblich genug, wenn ich mich nicht schminke "
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '07_Sexualität: Queer']",DK02x01_Gender: Nennung 1,siehe vorher: als femme presenting person wird mir manchmal meine queerness abgesprochen
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK02x01_Gender: Nennung 1,patriarchale Strukturen: also u.a.
['05_Gender: Nicht Binär'],['02_Sexualität: Lesbisch'],DK02x01_Gender: Nennung 1,""""
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK02x01_Gender: Nennung 1,Als Ekelhaft beschrieben 
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK02x01_Gender: Nennung 1,Ich würde nur nach Aufmerksamkeit heischen
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '07_Sexualität: Queer']",DK02x01_Gender: Nennung 1,"Stell dich nicht so an, hast du etwa deine Tage?"
['02_Gender: Cis Mann'],"['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK02x01_Gender: Nennung 1,"Siehe vorherige Antwort. Menschen verwechseln außerdem ""Geschlechtsidentität"", was auch immer das konkret sein soll, mit durch Sexualität vermittelter Geschlechtlichkeit. "
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']","['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK02x01_Gender: Nennung 1,s. vorher 
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK02x01_Gender: Nennung 1,Mit einer Vorliebe zu Kleidern und langen Haaren kannst du passt du nicht in queere Spaces.
['11_Gender: Gender fluid'],"['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell']",DK02x01_Gender: Nennung 1,Das Genderfluid sein nur ein sich nicht entscheiden können/ verwirrt sein ist
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK02x01_Gender: Nennung 1,"Das Vorurteil, das Geschlecht nur ""wechseln"" zu wollen, weil mensch Geldvorteile haben möchte. Nö, das hat mich eher Geld und Nerven gekostet und bringt mir recht wenig. "
['02_Gender: Cis Mann'],['01_Sexualität: Schwul'],DK02x01_Gender: Nennung 1,Keine
['14_Gender: Keine Angabe'],['03_Sexualität: Bisexuell'],DK02x01_Gender: Nennung 1,Ich werde misgendert
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK02x01_Gender: Nennung 1,frauen können nichts alleine (handwerklich)
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK02x01_Gender: Nennung 1,Männer sind gänzlich unfähig dazu emotional zu sein
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK02x01_Gender: Nennung 1,Dass mit einer bestimmten Geschlechtsidentität auch eine bestimmte sexuelle Orientierung einher gehen soll 
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK02x01_Gender: Nennung 1,Trans Menschen sind pädophil
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK02x01_Gender: Nennung 1,Verwirrt
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK02x01_Gender: Nennung 1,Kurze Haare = Mann
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK02x01_Gender: Nennung 1,Schwach
['02_Gender: Cis Mann'],['01_Sexualität: Schwul'],DK02x01_Gender: Nennung 1,"Als cis Mann muss man hart sein und ""seinen Mann stehen"""
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK02x01_Gender: Nennung 1,"Ich bin ein Cis-Mann, ergo erlebe ich da keine Diskriminierung "
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK02x01_Gender: Nennung 1,"Verwirrung auf Toiletten, wenn es nur binär getrennte Toiletten gibt - ""Du bist hier Falsch"""
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']","['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell', '06_Sexualität: Demisexuell']",DK02x01_Gender: Nennung 1,Ich kann nicht nicht Binär sein und mich trotzdem männlich geben und er/ihm Pronomen nutzen 
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK02x01_Gender: Nennung 1,"Gender-Trouble nur, weil was schlimmes in der Vergangenheit erlebt; das geht mit Therapie wieder weg."
['03_Gender: Trans Frau'],['02_Sexualität: Lesbisch'],DK02x01_Gender: Nennung 1,"""Das ist die falsche Toilette"""
"['05_Gender: Nicht Binär', '12_Gender: Gender queer']","['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK02x01_Gender: Nennung 1,"""Du bist verwirrt/ das ist nur ne Phase"""
['05_Gender: Nicht Binär'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell']",DK02x01_Gender: Nennung 1,Unterscheidung zwischen trans und cis frauen (terf)
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK02x01_Gender: Nennung 1,Frauen sind weniger geeignet für technische / naturwissenschaftliche Berufsfelder / Studiengänge.
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK02x01_Gender: Nennung 1,Dysphorie wurde auf einen Aspekt reduziert
['04_Gender: Trans Mann'],['03_Sexualität: Bisexuell'],DK02x01_Gender: Nennung 1,Das ich kein echter Mann bin.
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK02x01_Gender: Nennung 1,trans Männer wollen nur Frauendiskriminierung entgehen
['04_Gender: Trans Mann'],['10_Sexualität: Keine Angabe'],DK02x01_Gender: Nennung 1,Nicht selbstbewusst genug sein
['10_Gender: Andere'],['01_Sexualität: Schwul'],DK02x01_Gender: Nennung 1,"dass ich mit meinem Körperbau nicht das ausleben kann, wie ich mich fühle"
['05_Gender: Nicht Binär'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK02x01_Gender: Nennung 1,Du siehst nicht nichtbinär aus
